input_V,input_E,elapsed_time,cpu_time,memory_usage,output_V,output_E,root_node
201,0,0.31304359436035156,0.31300000000022976,0,201,0,196
201,0,0.31113624572753906,0.3109999999999502,0,201,0,84
271,0,0.9827613830566406,0.9810000000003427,0,271,0,259
271,0,0.4475116729736328,0.44799999999955986,0,271,0,40
271,0,0.38552284240722656,0.3859999999997754,0,271,0,178
271,0,0.40411949157714844,0.4039999999996269,0,271,0,24
271,0,0.6659030914306641,0.6659999999998334,0,271,0,226
271,0,0.7493495941162109,0.7500000000000284,0,271,0,250
271,0,0.7386207580566406,0.7399999999995188,0,271,0,30
271,0,0.8549690246582031,0.8559999999997459,0,271,0,224
271,0,0.7719993591308594,0.7729999999996906,0,271,0,5
271,0,1.6510486602783203,1.056000000000168,0,271,0,15
366,0,1.146554946899414,1.1450000000001737,0,366,0,319
366,0,1.112222671508789,1.1120000000000019,0,366,0,262
366,0,1.1620521545410156,1.1630000000000251,0,366,0,144
366,0,1.0008811950683594,1.0019999999997253,0,366,0,39
366,0,0.8525848388671875,0.8529999999993265,0,366,0,55
366,0,0.5519390106201172,0.5519999999998859,0,366,0,332
366,0,0.6642341613769531,0.6649999999996936,0,366,0,310
366,0,0.5092620849609375,0.5100000000002325,0,366,0,352
366,0,0.4990100860595703,0.4989999999995831,0,366,0,12
366,0,0.5168914794921875,0.5169999999994346,0,366,0,260
495,0,0.9787082672119141,0.9759999999996438,0,495,0,76
495,0,0.9505748748779297,0.9510000000005903,0,495,0,60
495,0,1.47247314453125,1.4739999999999753,0,495,0,264
495,0,1.0745525360107422,1.0740000000000194,0,495,0,247
495,0,0.8196830749511719,0.8200000000000429,0,495,0,431
495,0,0.6582736968994141,0.6590000000006313,0,495,0,66
495,0,0.6110668182373047,0.6110000000001392,0,495,0,444
495,0,56.3502311706543,56.33300000000041,0,495,0,99
495,0,0.9415149688720703,0.9419999999993323,0,495,0,439
495,0,0.7925033569335938,0.7919999999996818,0,495,0,269
668,0,1.2524127960205078,1.0119999999993468,0,668,0,262
668,0,2.3338794708251953,2.333999999999392,0,668,0,455
668,0,2.0072460174560547,2.0080000000000098,0,668,0,445
668,0,1.6739368438720703,1.674999999999649,0,668,0,331
668,0,1.0006427764892578,0.9999999999994458,0,668,0,289
668,0,0.9043216705322266,0.9049999999994895,0,668,0,600
668,0,0.9474754333496094,0.9470000000000312,0,668,0,563
668,0,0.8254051208496094,0.8249999999998536,0,668,0,45
668,0,0.8170604705810547,0.8170000000005118,0,668,0,445
668,0,0.7503032684326172,0.7510000000001682,0,668,0,587
902,0,1.2028217315673828,0.9730000000001127,0,902,0,867
902,0,1.2164115905761719,1.2159999999994398,0,902,0,599
902,0,0.9913444519042969,0.9919999999992157,0,902,0,240
902,0,1.0976791381835938,1.0979999999998213,0,902,0,209
902,0,1.0528564453125,1.0530000000006368,0,902,0,582
902,0,1.1322498321533203,1.1329999999993845,0,902,0,533
902,0,1.0995864868164062,1.100000000000101,0,902,0,764
902,0,1.7473697662353516,1.7489999999993344,0,902,0,531
902,0,1.127004623413086,1.1459999999994253,0,902,0,297
902,0,1.951456069946289,1.9520000000001758,0,902,0,844
1218,0,2.229452133178711,1.8079999999995877,262144,1218,0,569
1218,0,1.8260478973388672,1.8260000000003274,0,1218,0,449
1218,0,1.3151168823242188,1.314999999999955,0,1218,0,627
1218,0,1.4646053314208984,1.464000000000354,0,1218,0,1122
1218,0,1.3000965118408203,1.2999999999996348,0,1218,0,410
1218,0,1.455068588256836,1.4550000000008723,0,1218,0,700
1218,0,1.7442703247070312,1.7459999999998033,0,1218,0,462
1218,0,2.398252487182617,2.398999999999596,0,1218,0,506
1218,0,1.5175342559814453,1.5179999999999083,0,1218,0,1061
1218,0,1.6269683837890625,1.627000000000045,0,1218,0,547
1645,0,3.386259078979492,3.3690000000001774,131072,1645,0,326
1645,0,4.663705825805664,4.665000000000141,0,1645,0,75
1645,0,86.090087890625,86.07699999999952,0,1645,0,427
1645,0,2.878427505493164,2.879000000000076,0,1645,0,272
1645,0,2.15911865234375,2.1589999999998,0,1645,0,1321
1645,0,2.5184154510498047,2.519000000000382,0,1645,0,352
1645,0,3.426790237426758,3.4279999999995425,0,1645,0,991
1645,0,3.6034584045410156,3.6050000000003024,0,1645,0,283
1645,0,3.4210681915283203,3.4209999999994523,0,1645,0,541
1645,0,3.7136077880859375,3.712999999999411,0,1645,0,1066
2222,0,3.5834312438964844,3.570999999999991,786432,2222,0,1647
2222,0,2.6280879974365234,2.6279999999996306,0,2222,0,713
2222,0,3.4737586975097656,3.473999999999755,0,2222,0,1161
2222,0,3.528594970703125,3.5289999999994492,0,2222,0,181
2222,0,2.760171890258789,2.759000000000178,0,2222,0,723
2222,0,2.543210983276367,2.544000000000324,0,2222,0,559
2222,0,2.686738967895508,2.6880000000000237,0,2222,0,2042
2222,0,3.549337387084961,3.54999999999972,0,2222,0,399
2222,0,59.77749824523926,59.77600000000027,0,2222,0,1590
2222,0,4.764556884765625,4.7600000000000975,131072,2222,0,75
3000,0,4.5223236083984375,4.431000000000296,524288,3000,0,1242
3000,0,3.5266876220703125,3.5229999999994988,0,3000,0,1314
3000,0,5.661964416503906,5.658000000000385,0,3000,0,398
3000,0,3.5665035247802734,3.5669999999985436,0,3000,0,1688
3000,0,3.5774707794189453,3.577999999999193,0,3000,0,1464
3000,0,4.211902618408203,4.213999999999274,0,3000,0,2087
3000,0,57.86418914794922,57.86599999999886,-987136,3000,0,1853
3000,0,4.055023193359375,4.056000000000282,0,3000,0,163
3000,0,5.224466323852539,5.167999999999395,0,3000,0,2012
3000,0,3.4554004669189453,3.382000000000218,0,3000,0,2344
10,2,0.18858909606933594,0.18800000000140926,0,10,2,9
10,2,0.1404285430908203,0.1409999999992806,0,10,2,4
10,2,0.13589859008789062,0.13600000000124624,0,10,2,6
10,2,0.1418590545654297,0.14200000000030855,0,10,2,7
10,2,0.1461505889892578,0.14700000000011926,0,10,2,1
10,2,0.1380443572998047,0.13799999999974943,0,10,2,1
10,2,0.12540817260742188,0.12599999999984846,0,10,2,7
10,2,0.1251697540283203,0.12599999999984846,0,10,2,6
10,2,0.12421607971191406,0.1239999999995689,0,10,2,1
10,2,0.12421607971191406,0.1239999999995689,0,10,2,8
13,4,0.15234947204589844,0.15199999999992997,0,13,4,1
13,4,0.1361370086669922,0.13600000000124624,0,13,4,6
13,4,0.1342296600341797,0.13399999999919032,0,13,4,10
13,4,0.13375282287597656,0.13399999999919032,0,13,4,5
13,4,0.20742416381835938,0.20199999999981344,0,13,4,3
13,4,0.15974044799804688,0.15999999999927184,0,13,4,12
13,4,0.1506805419921875,0.15100000000067837,0,13,4,12
13,4,0.15497207641601562,0.15499999999946112,0,13,4,8
13,4,0.15664100646972656,0.15699999999974068,0,13,4,9
13,4,0.133514404296875,0.13400000000096668,0,13,4,11
18,8,0.16999244689941406,0.16899999999964166,0,18,8,2
18,8,0.179290771484375,0.18000000000029104,0,18,8,15
18,8,0.28014183044433594,0.2809999999993096,0,18,8,8
18,8,0.21266937255859375,0.21300000000046282,0,18,8,0
18,8,0.1518726348876953,0.15199999999992997,0,18,8,5
18,8,0.1513957977294922,0.15199999999992997,0,18,8,9
18,8,0.1690387725830078,0.16899999999964166,0,18,8,13
18,8,0.15163421630859375,0.15199999999992997,0,18,8,0
18,8,0.1494884490966797,0.1499999999996504,0,18,8,13
18,8,0.1518726348876953,0.15199999999992997,0,18,8,16
24,15,0.2067089080810547,0.2059999999985962,0,24,15,21
24,15,0.18858909606933594,0.18900000000066086,0,24,15,14
24,15,0.2338886260986328,0.23400000000073362,0,24,15,15
24,15,0.2989768981933594,0.2999999999993008,0,24,15,2
24,15,0.2751350402832031,0.2749999999984709,0,24,15,12
24,15,0.4603862762451172,0.4609999999996006,0,24,15,8
24,15,0.3497600555419922,0.3499999999991843,0,24,15,17
24,15,0.3101825714111328,0.3100000000006986,0,24,15,0
24,15,0.30994415283203125,0.3100000000006986,0,24,15,9
24,15,0.3542900085449219,0.35500000000077137,0,24,15,17
33,28,0.4143714904785156,0.4129999999999967,0,33,24,32
33,28,0.3180503845214844,0.31899999999929207,0,33,24,21
33,28,0.5800724029541016,0.5800000000011352,0,33,24,3
33,28,0.25844573974609375,0.2580000000005356,0,33,24,23
33,28,0.2899169921875,0.2899999999996794,0,33,24,26
33,28,0.25534629821777344,0.256000000000256,0,33,24,26
33,28,0.2529621124267578,0.2529999999989485,0,33,24,10
33,28,0.2510547637939453,0.25099999999866895,0,33,24,31
33,28,0.25177001953125,0.2519999999996969,0,33,24,25
33,28,0.25177001953125,0.2519999999996969,0,33,24,22
44,50,0.42700767517089844,0.4210000000011149,0,44,38,20
44,50,0.4401206970214844,0.43699999999979866,0,44,38,3
44,50,0.362396240234375,0.36200000000086163,0,44,38,20
44,50,0.3612041473388672,0.36200000000086163,0,44,38,31
44,50,0.36025047302246094,0.3600000000005821,0,44,38,10
44,50,0.35762786865234375,0.3580000000003025,0,44,38,26
44,50,0.3566741943359375,0.35699999999927456,0,44,38,9
44,50,0.3643035888671875,0.3650000000003928,0,44,38,24
44,50,0.3566741943359375,0.3570000000010509,0,44,38,38
44,50,0.36072731018066406,0.3609999999998337,0,44,38,40
60,93,0.6334781646728516,0.6330000000005498,0,60,55,27
60,93,0.5609989166259766,0.5609999999993676,0,60,55,26
60,93,0.5574226379394531,0.5570000000005848,0,60,55,5
60,93,0.7350444793701172,0.7350000000005963,0,60,55,47
60,93,0.5307197570800781,0.5309999999987269,0,60,55,49
60,93,0.5278587341308594,0.5280000000009721,0,60,55,8
60,93,0.9093284606933594,0.9099999999993003,0,60,55,48
60,93,0.9405612945556641,0.9410000000009688,0,60,55,22
60,93,1.2426376342773438,1.2429999999987729,0,60,55,48
60,93,1.5285015106201172,1.5130000000009858,0,60,55,52
81,171,2.2466182708740234,2.2450000000002746,0,81,79,55
81,171,2.38800048828125,2.384000000001052,0,81,79,17
81,171,0.9987354278564453,0.9980000000009426,0,81,79,13
81,171,0.9500980377197266,0.9510000000005903,0,81,79,35
81,171,1.046895980834961,1.046999999999798,0,81,79,28
81,171,1.0437965393066406,1.044000000000267,0,81,79,0
81,171,0.98419189453125,0.984000000000762,0,81,79,64
81,171,1.3818740844726562,1.3839999999998298,0,81,79,64
81,171,1.0268688201904297,1.0270000000005552,0,81,79,13
81,171,1.1522769927978516,1.1529999999986273,0,81,79,42
110,316,1.8451213836669922,1.8419999999998993,0,110,109,49
110,316,1.6465187072753906,1.6459999999991481,0,110,109,26
110,316,1.9240379333496094,1.924000000000703,0,110,109,95
110,316,1.6088485717773438,1.6090000000001936,0,110,109,90
110,316,1.7523765563964844,1.7530000000007817,0,110,109,2
110,316,2.321958541870117,2.3239999999997707,0,110,109,2
110,316,1.8818378448486328,1.8809999999991334,0,110,109,24
110,316,2.6330947875976562,2.6340000000004693,0,110,109,22
110,316,1.874685287475586,1.875000000000071,0,110,109,29
110,316,1.7080307006835938,1.7089999999999606,0,110,109,101
149,580,3.618478775024414,3.617999999999455,0,149,148,70
149,580,4.490137100219727,4.491999999999052,0,149,148,142
149,580,3.317594528198242,3.318000000000154,0,149,148,5
149,580,3.473997116088867,3.4740000000006432,0,149,148,84
149,580,3.205537796020508,3.2050000000012346,0,149,148,105
149,580,3.787517547607422,3.7880000000001246,0,149,148,54
149,580,4.094600677490234,4.094999999999516,0,149,148,43
149,580,3.090381622314453,3.090999999999511,0,149,148,56
149,580,3.307819366455078,3.3079999999987564,0,149,148,121
149,580,3.1557083129882812,3.1560000000006028,0,149,148,3
201,1058,8.156538009643555,8.156000000001384,0,201,200,28
201,1058,6.678581237792969,6.679999999999353,0,201,200,116
201,1058,5.994081497192383,2.3599999999994736,0,201,200,56
201,1058,6.4792633056640625,6.477000000000288,0,201,200,157
201,1058,6.159305572509766,6.029999999999092,0,201,200,95
201,1058,6.213665008544922,6.211000000000411,0,201,200,186
201,1058,7.239818572998047,7.240999999998721,0,201,200,86
201,1058,10.809659957885742,10.746000000001033,0,201,200,144
201,1058,7.338762283325195,7.336000000000453,0,201,200,120
201,1058,6.241559982299805,6.241000000001051,0,201,200,117
271,1926,18.19157600402832,18.40999999999937,0,271,270,82
271,1926,13.798236846923828,13.79400000000075,0,271,270,35
271,1926,13.050079345703125,13.051000000000812,0,271,270,44
271,1926,12.395143508911133,12.396999999999991,0,271,270,157
271,1926,12.712717056274414,12.688000000000699,0,271,270,83
271,1926,14.527559280395508,14.521000000000228,0,271,270,260
271,1926,12.120962142944336,12.121999999999744,0,271,270,43
271,1926,12.116193771362305,12.117999999999185,0,271,270,196
271,1926,11.75689697265625,11.75800000000038,0,271,270,229
271,1926,12.192726135253906,12.194000000000926,0,271,270,24
366,3516,28.618335723876953,28.612000000000748,0,366,365,261
366,3516,85.34836769104004,85.31900000000014,0,366,365,152
366,3516,23.025989532470703,23.027999999998272,0,366,365,83
366,3516,23.782730102539062,23.78399999999914,0,366,365,167
366,3516,22.423267364501953,22.42500000000014,0,366,365,203
366,3516,29.685497283935547,29.68699999999913,0,366,365,97
366,3516,23.8034725189209,23.805000000001186,0,366,365,349
366,3516,28.500080108642578,28.501999999999583,0,366,365,97
366,3516,24.340152740478516,24.341999999998976,0,366,365,38
366,3516,23.931026458740234,23.93199999999851,0,366,365,309
495,6435,50.34375190734863,50.342999999999805,0,495,494,108
495,6435,53.21812629699707,53.2199999999996,0,495,494,484
495,6435,47.568559646606445,47.56999999999856,0,495,494,314
495,6435,45.267581939697266,45.269000000001114,0,495,494,460
495,6435,52.503347396850586,52.505000000000024,0,495,494,17
495,6435,45.66669464111328,45.66800000000093,0,495,494,21
495,6435,46.68307304382324,46.68399999999906,0,495,494,306
495,6435,47.41930961608887,47.420999999999935,0,495,494,75
495,6435,103.18779945373535,103.18900000000042,0,495,494,59
495,6435,46.88382148742676,46.88499999999962,0,495,494,184
668,11725,96.91143035888672,96.90200000000004,131072,668,667,92
668,11725,97.1219539642334,97.11099999999995,0,668,667,665
668,11725,162.25767135620117,162.25500000000005,0,668,667,227
668,11725,95.77560424804688,95.75000000000067,0,668,667,554
668,11725,105.06868362426758,101.78800000000088,0,668,667,609
668,11725,95.37220001220703,95.36100000000047,0,668,667,457
668,11725,93.93954277038574,93.67600000000031,0,668,667,301
668,11725,96.2381362915039,96.21899999999961,0,668,667,170
668,11725,99.03478622436523,99.04500000000027,0,668,667,535
668,11725,158.21099281311035,158.22200000000032,0,668,667,432
902,21387,255.77259063720703,251.82400000000092,-1032192,902,901,437
902,21387,190.8729076385498,190.86599999999976,393216,902,901,313
902,21387,191.4844512939453,191.47199999999918,0,902,901,669
902,21387,184.87071990966797,180.82899999999924,0,902,901,341
902,21387,268.35036277770996,268.3260000000001,0,902,901,497
902,21387,188.4472370147705,188.4490000000003,0,902,901,804
902,21387,212.19515800476074,212.19699999999975,0,902,901,407
902,21387,200.49381256103516,200.41499999999957,0,902,901,464
902,21387,259.46927070617676,259.45399999999984,0,902,901,220
902,21387,202.26025581359863,202.26199999999926,0,902,901,444
1218,39008,389.9400234222412,389.9100000000004,393216,1218,1217,191
1218,39008,458.33802223205566,458.3309999999994,-3100672,1218,1217,956
1218,39008,373.2945919036865,373.2830000000007,0,1218,1217,1184
1218,39008,466.31836891174316,466.28199999999964,0,1218,1217,492
1218,39008,373.9309310913086,373.91400000000095,0,1218,1217,421
1218,39008,443.9349174499512,443.9050000000009,0,1218,1217,1202
1218,39008,362.87784576416016,362.8719999999994,0,1218,1217,421
1218,39008,450.1800537109375,450.1430000000006,0,1218,1217,717
1218,39008,383.9685916900635,383.9280000000009,0,1218,1217,51
1218,39008,475.5520820617676,475.5320000000012,0,1218,1217,476
1645,71168,915.7147407531738,915.7780000000031,-7184384,1645,1644,23
1645,71168,825.3049850463867,825.2610000000011,0,1645,1644,1301
1645,71168,910.4037284851074,910.3400000000015,0,1645,1644,1269
1645,71168,805.4971694946289,805.4830000000024,0,1645,1644,572
1645,71168,868.8459396362305,868.7949999999987,0,1645,1644,75
1645,71168,818.8369274139404,818.830000000002,0,1645,1644,1587
1645,71168,747.0047473907471,746.4879999999994,0,1645,1644,250
1645,71168,867.2382831573486,867.1849999999993,0,1645,1644,916
1645,71168,977.285623550415,977.2739999999977,0,1645,1644,91
1645,71168,1022.4864482879639,1022.0909999999997,0,1645,1644,1227
2222,129870,1641.29638671875,1634.4970000000033,-14548992,2222,2221,1440
2222,129870,1566.2755966186523,1566.157000000004,0,2222,2221,1230
2222,129870,1764.923334121704,1764.786000000001,0,2222,2221,1545
2222,129870,1758.7385177612305,1758.6800000000053,0,2222,2221,1246
2222,129870,1955.4154872894287,1958.6110000000049,0,2222,2221,343
2222,129870,1664.4856929779053,1664.3899999999974,0,2222,2221,143
2222,129870,1509.464979171753,1509.4160000000015,0,2222,2221,2133
2222,129870,1665.4338836669922,1665.0409999999952,-1048576,2222,2221,251
2222,129870,1775.3891944885254,1775.312999999997,0,2222,2221,862
2222,129870,1677.046298980713,1676.9930000000031,0,2222,2221,1032
3000,236763,3234.755516052246,3233.665000000002,-26374144,3000,2999,2892
3000,236763,3068.087100982666,3067.119000000005,0,3000,2999,1329
3000,236763,3091.9837951660156,3091.793999999993,-1032192,3000,2999,1300
3000,236763,3043.370485305786,3043.1130000000053,-1032192,3000,2999,1549
3000,236763,3023.9338874816895,3025.756000000001,0,3000,2999,831
3000,236763,3025.5818367004395,3025.463000000002,0,3000,2999,1081
3000,236763,3024.782657623291,3024.6680000000056,0,3000,2999,254
3000,236763,3124.0861415863037,3124.0079999999894,0,3000,2999,1595
3000,236763,3079.627752304077,3084.192000000002,-1011712,3000,2999,1969
3000,236763,3014.139175415039,3013.600999999994,0,3000,2999,2548
10,5,0.4298686981201172,0.4179999999962547,0,10,5,5
10,5,0.15616416931152344,0.1529999999974052,0,10,5,2
10,5,0.14710426330566406,0.14400000000591717,0,10,5,7
10,5,0.1461505889892578,0.14199999999675583,0,10,5,5
10,5,0.1442432403564453,0.1409999999992806,0,10,5,1
10,5,0.2014636993408203,0.19900000000916407,0,10,5,4
10,5,0.15211105346679688,0.1529999999974052,0,10,5,3
10,5,0.14328956604003906,0.14299999999423108,0,10,5,4
10,5,0.14328956604003906,0.14400000000591717,0,10,5,0
10,5,0.14281272888183594,0.14299999999423108,0,10,5,9
13,8,0.4067420959472656,0.5290000000002237,0,13,7,1
13,8,0.164031982421875,0.1650000000097407,0,13,7,1
13,8,0.1609325408935547,0.160999999991418,0,13,7,7
13,8,0.15544891357421875,0.1560000000040418,0,13,7,8
13,8,0.19979476928710938,0.2009999999899037,0,13,7,9
13,8,0.2155303955078125,0.2159999999946649,0,13,7,8
13,8,0.270843505859375,0.2709999999979118,0,13,7,6
13,8,0.2677440643310547,0.26800000000548607,0,13,7,3
13,8,0.32901763916015625,0.3290000000077953,0,13,7,2
13,8,0.15211105346679688,0.14999999999076863,0,13,7,2
18,16,0.20551681518554688,0.20499999999401552,0,18,14,4
18,16,0.1842975616455078,0.18499999998766725,0,18,14,11
18,16,0.18072128295898438,0.18100000001197714,0,18,14,15
18,16,0.1780986785888672,0.1779999999911297,0,18,14,3
18,16,0.17690658569335938,0.1770000000078653,0,18,14,9
18,16,0.1780986785888672,0.1790000000028158,0,18,14,3
18,16,0.17714500427246094,0.1779999999911297,0,18,14,3
18,16,0.1761913299560547,0.1759999999961792,0,18,14,6
18,16,0.17547607421875,0.17499999999870397,0,18,14,9
18,16,0.17571449279785156,0.1759999999961792,0,18,14,4
24,29,0.27751922607421875,0.2769999999969741,0,24,22,14
24,29,0.2808570861816406,0.2809999999868751,0,24,22,12
24,29,0.48661231994628906,0.48700000000678756,0,24,22,9
24,29,0.2391338348388672,0.240000000005125,0,24,22,8
24,29,0.23412704467773438,0.2340000000060627,0,24,22,4
24,29,0.4787445068359375,0.4789999999985639,0,24,22,8
24,29,0.3821849822998047,0.38200000000188084,0,24,22,22
24,29,0.25916099548339844,0.2589999999997872,0,24,22,21
24,29,0.2434253692626953,0.24399999999502597,0,24,22,8
24,29,0.24366378784179688,0.24399999999502597,0,24,22,22
33,56,0.38623809814453125,0.38600000000599266,0,33,31,31
33,56,0.4851818084716797,0.48599999999510146,0,33,31,19
33,56,0.3581047058105469,0.35799999999142074,0,33,31,10
33,56,0.37360191345214844,0.37400000000786804,0,33,31,31
33,56,0.4699230194091797,0.47000000000707587,0,33,31,24
33,56,0.40435791015625,0.40500000000065484,0,33,31,0
33,56,0.3936290740966797,0.39400000000000546,0,33,31,8
33,56,0.6692409515380859,0.6699999999995043,0,33,31,26
33,56,1.0428428649902344,1.0429999999956863,0,33,31,7
33,56,0.46944618225097656,0.47000000000707587,0,33,31,14
44,100,1.186370849609375,1.1839999999949669,0,44,43,16
44,100,1.36566162109375,1.3670000000018945,0,44,43,35
44,100,1.2676715850830078,1.26799999999605,0,44,43,4
44,100,0.9832382202148438,0.9829999999908523,0,44,43,21
44,100,0.5426406860351562,0.5430000000075097,0,44,43,24
44,100,0.5383491516113281,0.5379999999917118,0,44,43,3
44,100,0.5342960357666016,0.534999999999286,0,44,43,39
44,100,0.5474090576171875,0.5479999999948859,0,44,43,20
44,100,0.6544589996337891,0.626999999994382,0,44,43,11
44,100,0.5357265472412109,0.5359999999967613,0,44,43,11
60,186,1.9021034240722656,1.9020000000011805,0,60,59,13
60,186,0.9579658508300781,0.9579999999971278,0,60,59,39
